campanhaId,lojaId,nome,canal,investimento,vendasGeradas,dataInicio,dataFim
1017,2,Conectada Promoção Sustentável,Redes Sociais,615.04,0,2018-11-21 02:54:49,2019-09-13 15:12:29
1018,4,Alvo Promoção Cultural,Google Ads,361.02,0,2014-02-10 15:27:24,2014-10-09 18:27:47
1019,5,Alvo Campanha Ecológica,Google Ads,748.95,0,2017-04-04 15:30:54,2017-09-27 23:27:38
1020,3,Conectada Campanha Ecológica,Redes Sociais,405.08,0,2023-08-26 11:29:43,2024-01-20 06:06:11
1021,1,Alvo Impacto Familiar,Google Ads,338.83,0,2014-01-28 21:23:36,2014-10-29 02:29:02
1022,4,Clássica Impacto Nacional,TV,667.82,0,2015-07-04 10:06:14,2015-11-07 15:51:45
1023,1,Clássica Impacto Clássica,TV,940.04,0,2022-02-18 04:44:23,2023-01-21 20:40:56
1024,2,Direta Impacto Desportiva,Email Marketing,348.75,0,2015-02-01 23:08:23,2015-03-18 02:31:57
1025,2,Viral Impacto Vintage,Influenciadores,804.45,0,2022-06-28 02:30:31,2023-02-16 07:17:25
1026,2,Viral Impacto Cultural,Influenciadores,840.61,0,2020-02-14 21:44:12,2020-09-07 17:24:56
1027,2,Clássica Promoção Desportiva,TV,324.66,0,2020-06-16 02:53:09,2021-02-28 18:48:02
1028,5,Viral Promoção Tecnológica,Influenciadores,627.72,0,2021-12-21 19:06:07,2022-12-12 05:47:27
1029,5,Conectada Promoção Online,Redes Sociais,279.36,0,2014-06-13 06:00:23,2014-12-11 01:16:31
1030,4,Viral Promoção Online,Influenciadores,963.46,0,2021-01-13 14:10:44,2021-12-26 15:14:48
1031,3,Viral Impacto Nacional,Influenciadores,622.28,0,2019-03-24 06:28:47,2019-10-28 20:28:15
1032,3,Alvo Promoção Artística,Google Ads,453.83,0,2021-01-09 02:32:44,2021-12-02 19:41:10
1033,3,Viral Impacto Fitness,Influenciadores,213.38,0,2020-11-03 19:43:54,2020-11-28 14:24:17
1034,5,Alvo Promoção Artística,Google Ads,486.1,0,2016-11-05 23:19:56,2017-04-21 07:17:13
1035,4,Clássica Campanha De Luxo,TV,514.11,0,2019-05-30 08:53:01,2019-10-20 11:11:04
1036,4,Clássica Impacto Local,TV,472.85,0,2024-04-03 11:58:11,2024-07-13 05:34:48
1037,4,Alvo Impacto Inovação,Google Ads,250.3,0,2022-12-27 23:20:22,2023-04-15 22:22:01
1038,3,Direta Promoção Fitness,Email Marketing,804.55,0,2024-02-27 22:11:07,2024-10-06 21:41:55
1039,1,Conectada Impacto Local,Redes Sociais,836.78,0,2024-02-18 17:56:26,2024-11-11 00:31:42
1040,4,Direta Promoção Retro,Email Marketing,991.29,0,2024-10-15 07:22:09,2025-04-23 09:15:24
1041,2,Clássica Promoção Familiar,TV,905.71,0,2015-08-02 10:29:03,2016-02-07 09:42:23
1042,5,Clássica Impacto Cultural,TV,458.35,0,2015-10-26 00:53:52,2015-12-31 23:51:17
1043,3,Conectada Promoção Local,Redes Sociais,549.46,0,2024-12-24 02:08:58,2025-11-16 15:55:30
1044,2,Viral Campanha Urbana,Influenciadores,934.66,0,2018-09-03 14:25:02,2018-11-07 15:47:27
1045,5,Clássica Promoção Nacional,TV,428.71,0,2022-08-22 07:32:47,2023-06-14 06:48:19
1046,3,Viral Promoção Tecnológica,Influenciadores,964.71,0,2023-04-28 04:38:51,2023-07-08 07:47:14
1047,5,Alvo Promoção Rural,Google Ads,923.47,0,2018-02-04 13:22:13,2019-01-04 15:51:04
1048,3,Direta Impacto Ecológica,Email Marketing,620.04,0,2020-10-15 08:12:38,2021-02-13 17:21:50
1049,4,Alvo Campanha Artística,Google Ads,581.92,0,2018-02-02 15:57:15,2018-05-17 11:05:10
1050,1,Direta Promoção Sustentável,Email Marketing,412.79,0,2016-09-12 08:48:27,2017-07-16 14:08:00
1051,4,Alvo Promoção Urbana,Google Ads,615.14,0,2019-04-05 13:33:20,2020-01-17 07:41:15
1052,1,Alvo Campanha Contemporânea,Google Ads,522.83,0,2015-04-30 07:19:51,2015-06-28 12:59:29
1053,3,Viral Impacto Clássica,Influenciadores,383.27,0,2014-12-27 02:55:14,2015-05-14 20:32:37
1054,3,Viral Promoção Vintage,Influenciadores,611.18,0,2016-06-27 14:30:49,2017-04-21 12:04:55
1055,1,Viral Promoção Nacional,Influenciadores,980.86,0,2014-04-06 12:00:22,2014-12-10 06:50:44
1056,4,Alvo Impacto Fitness,Google Ads,770.18,0,2015-07-21 15:15:53,2015-11-15 23:37:17
1057,2,Viral Impacto Vintage,Influenciadores,737.45,0,2014-02-13 21:57:39,2014-07-17 05:25:19
1058,4,Conectada Campanha Desportiva,Redes Sociais,506.83,0,2016-01-25 11:41:40,2016-10-21 09:43:47
1059,1,Alvo Impacto Desportiva,Google Ads,437.57,0,2017-06-22 17:57:41,2018-04-23 15:43:30
1060,3,Conectada Impacto Retro,Redes Sociais,798.13,0,2014-01-29 01:57:47,2014-07-13 14:53:13
1061,2,Direta Campanha Contemporânea,Email Marketing,503.04,0,2021-06-15 17:45:25,2021-07-17 15:10:08
1062,2,Direta Campanha Rural,Email Marketing,280.28,0,2014-09-17 16:06:04,2014-11-17 02:59:34
1063,4,Viral Promoção Urbana,Influenciadores,220.62,0,2021-02-22 14:24:33,2021-10-24 01:31:44
1064,3,Alvo Promoção Local,Google Ads,537.1,0,2021-03-04 05:44:20,2022-02-19 11:44:29
1065,1,Direta Impacto Digital,Email Marketing,278.87,0,2017-07-25 14:17:17,2017-11-24 07:32:42
1066,3,Conectada Impacto Global,Redes Sociais,634.6,0,2020-04-18 16:31:59,2021-04-04 05:21:45
1067,1,Conectada Campanha Sustentável,Redes Sociais,278.52,0,2017-03-02 21:09:25,2018-01-12 17:12:31
1068,1,Alvo Promoção Rural,Google Ads,797.62,0,2024-01-24 00:12:28,2024-08-04 03:47:40
1069,5,Clássica Campanha Digital,TV,804.9,0,2023-10-10 15:50:40,2024-08-31 12:53:00
1070,3,Direta Impacto Tradicional,Email Marketing,817.92,0,2016-04-13 02:06:41,2016-06-21 06:42:20
1071,1,Clássica Promoção Desportiva,TV,275.41,0,2016-10-22 02:52:28,2017-04-15 14:31:53
1072,1,Alvo Impacto Artística,Google Ads,990.12,0,2019-05-07 10:42:21,2019-11-20 16:45:54
1073,2,Alvo Promoção Cultural,Google Ads,891.38,0,2016-05-24 22:33:13,2016-12-03 04:41:09
1074,3,Direta Impacto Cultural,Email Marketing,383.92,0,2023-04-18 08:12:53,2023-11-04 13:55:05
1075,5,Viral Impacto Artística,Influenciadores,798.38,0,2018-07-03 10:08:01,2019-04-17 23:51:37
1076,4,Clássica Promoção Urbana,TV,490.87,0,2018-11-26 22:15:53,2019-11-26 14:41:05
1077,4,Clássica Impacto Contemporânea,TV,984.39,0,2024-04-18 04:24:18,2024-12-18 09:55:59
1078,4,Direta Promoção Clássica,Email Marketing,428.51,0,2017-10-15 22:26:35,2017-12-07 07:38:25
1079,2,Alvo Promoção Familiar,Google Ads,799.05,0,2018-01-15 04:31:55,2018-04-17 15:47:49
1080,3,Viral Impacto Inovação,Influenciadores,943.27,0,2019-09-27 10:00:56,2020-01-10 02:27:12
1081,1,Conectada Promoção Sustentável,Redes Sociais,644.46,0,2020-10-01 20:12:32,2021-01-28 21:31:24
1082,3,Conectada Promoção Tecnológica,Redes Sociais,281.34,0,2022-02-10 07:06:23,2022-10-30 22:53:34
1083,4,Alvo Campanha Tradicional,Google Ads,485.43,0,2023-02-12 03:17:00,2023-09-13 10:04:33
1084,2,Alvo Impacto Sustentável,Google Ads,445.89,0,2023-05-31 04:13:44,2024-04-15 23:14:20
1085,4,Alvo Promoção Desportiva,Google Ads,568.26,0,2024-11-01 07:01:45,2025-06-17 07:57:38
1086,5,Viral Impacto Global,Influenciadores,955.91,0,2022-02-26 22:11:01,2023-01-28 02:17:21
1087,1,Viral Promoção Desportiva,Influenciadores,544.66,0,2019-02-18 08:11:57,2019-12-08 17:51:09
1088,4,Conectada Promoção Ecológica,Redes Sociais,890.36,0,2017-05-28 17:24:38,2018-03-06 11:59:19
1089,5,Direta Promoção Tradicional,Email Marketing,273.82,0,2017-03-13 12:15:44,2018-02-23 07:35:02
1090,1,Alvo Campanha Artística,Google Ads,747.15,0,2016-11-25 06:41:33,2017-01-06 01:27:37
1091,1,Conectada Promoção Urbana,Redes Sociais,987.57,0,2017-11-11 00:44:45,2018-02-22 11:34:38
1092,4,Alvo Campanha Artística,Google Ads,977.49,0,2017-03-13 15:24:03,2018-01-06 07:19:09
1093,2,Conectada Campanha Retro,Redes Sociais,620.31,0,2022-01-24 15:37:48,2023-01-11 08:39:24
1094,3,Viral Promoção Cultural,Influenciadores,828.01,0,2020-12-22 20:34:24,2021-09-03 11:11:24
1095,5,Conectada Promoção Inovação,Redes Sociais,271.63,0,2019-01-02 23:03:12,2019-01-24 00:46:18
1096,1,Clássica Impacto Gourmet,TV,779.09,0,2014-02-04 20:23:01,2014-11-12 21:47:45
1097,3,Direta Campanha De Luxo,Email Marketing,439.13,0,2015-08-18 21:15:24,2016-04-20 01:49:13
1098,3,Alvo Promoção Ecológica,Google Ads,328.02,0,2023-04-01 16:10:05,2023-07-01 17:50:33
1099,3,Clássica Promoção Rural,TV,362.76,0,2023-10-10 14:41:13,2024-10-10 13:22:51
1100,2,Clássica Impacto De Luxo,TV,334.9,0,2019-01-11 20:52:03,2019-02-20 18:34:01
1101,5,Direta Promoção Rural,Email Marketing,622.85,0,2018-05-11 19:03:18,2019-03-15 08:15:33
1102,2,Viral Impacto Fitness,Influenciadores,474.55,0,2016-08-09 18:06:54,2016-09-14 17:29:41
1103,2,Direta Promoção Tecnológica,Email Marketing,291.76,0,2021-10-11 18:29:55,2022-01-14 14:42:55
1104,5,Conectada Promoção Gourmet,Redes Sociais,440.48,0,2023-07-24 14:00:35,2023-09-13 03:14:40
1105,1,Conectada Impacto Tradicional,Redes Sociais,277.64,0,2024-04-16 18:51:21,2024-05-13 06:55:36
1106,5,Direta Campanha Gourmet,Email Marketing,848.59,0,2018-08-11 03:11:35,2018-09-22 07:07:18
1107,2,Viral Campanha Ecológica,Influenciadores,251.98,0,2016-05-05 08:03:07,2016-08-10 04:23:59
1108,1,Alvo Promoção Nacional,Google Ads,686.89,0,2021-09-02 20:33:52,2022-06-17 06:23:47
1109,2,Viral Campanha Artística,Influenciadores,977.18,0,2019-08-02 16:47:23,2020-04-16 13:52:33
1110,2,Viral Campanha Fitness,Influenciadores,514.23,0,2018-05-14 12:23:51,2018-12-19 16:02:58
1111,4,Clássica Promoção Digital,TV,615.2,0,2021-02-12 09:14:16,2021-10-02 22:36:24
1112,2,Alvo Campanha De Luxo,Google Ads,487.03,0,2018-04-26 06:14:12,2019-01-20 08:11:09
1113,5,Viral Promoção Inovação,Influenciadores,333.28,0,2022-07-30 02:36:22,2023-06-14 20:26:07
1114,5,Direta Campanha Gourmet,Email Marketing,707.65,0,2014-07-12 01:05:24,2014-08-21 03:58:49
1115,2,Clássica Campanha Inovação,TV,813.62,0,2024-09-06 23:11:11,2025-01-14 00:24:49
1116,3,Clássica Promoção Vintage,TV,432.16,0,2019-11-29 05:30:04,2020-05-02 01:05:12
1117,5,Viral Promoção Online,Influenciadores,454.3,0,2018-01-06 03:19:45,2018-05-28 19:45:19
1118,1,Viral Promoção Vintage,Influenciadores,483.45,0,2020-07-24 22:08:57,2020-08-22 18:19:46
1119,2,Direta Campanha Clássica,Email Marketing,282.99,0,2019-03-03 12:23:26,2020-01-20 18:15:14
1120,3,Viral Promoção De Luxo,Influenciadores,501.9,0,2016-07-16 12:35:01,2017-01-03 04:25:01
1121,2,Viral Campanha Tecnológica,Influenciadores,984.58,0,2022-08-28 05:31:36,2023-04-13 02:19:24
1122,2,Direta Promoção De Luxo,Email Marketing,693.36,0,2015-06-23 18:46:28,2015-08-08 10:54:44
1123,4,Viral Impacto De Luxo,Influenciadores,611.43,0,2023-05-30 12:24:13,2023-11-18 15:47:13
1124,4,Viral Campanha Rural,Influenciadores,695.63,0,2017-02-21 03:40:00,2018-01-01 06:41:53
1125,3,Viral Impacto De Luxo,Influenciadores,844.89,0,2023-11-03 06:14:18,2023-12-04 02:34:19
1126,4,Direta Campanha Sustentável,Email Marketing,928.36,0,2017-07-07 18:26:30,2017-12-04 20:50:58
1127,4,Conectada Promoção Tradicional,Redes Sociais,437.03,0,2014-08-03 08:01:38,2014-10-21 02:17:19
1128,4,Alvo Promoção Vintage,Google Ads,202.7,0,2021-12-25 06:33:41,2022-07-02 01:51:35
1129,3,Alvo Campanha Digital,Google Ads,468.92,0,2016-12-20 23:29:05,2017-03-25 16:16:18
1130,2,Viral Impacto Inovação,Influenciadores,825.48,0,2018-06-14 00:01:29,2018-12-10 05:29:58
1131,4,Conectada Promoção Rural,Redes Sociais,920.93,0,2017-08-07 16:36:29,2017-09-26 01:27:47
1132,4,Viral Promoção Sustentável,Influenciadores,430.91,0,2024-11-19 01:06:22,2025-03-01 18:14:35
1133,3,Viral Promoção Contemporânea,Influenciadores,662.09,0,2021-08-11 18:13:45,2021-10-28 11:59:15
1134,4,Alvo Campanha Cultural,Google Ads,635.64,0,2024-11-09 15:25:23,2025-07-26 12:24:32
1135,1,Viral Impacto Inovação,Influenciadores,939.75,0,2017-11-21 23:50:23,2018-08-04 00:06:21
1136,1,Viral Impacto Rural,Influenciadores,232.08,0,2015-04-20 02:55:25,2016-01-25 08:13:11
1137,5,Alvo Promoção Fitness,Google Ads,239.89,0,2018-09-22 13:23:55,2019-02-01 11:11:53
1138,1,Alvo Campanha Gourmet,Google Ads,715.59,0,2021-05-10 02:44:09,2022-04-14 15:00:21
1139,4,Clássica Promoção Desportiva,TV,705.46,0,2019-06-13 17:52:15,2019-12-09 13:26:51
1140,1,Direta Promoção Artística,Email Marketing,295.58,0,2024-06-21 03:10:32,2025-04-09 16:52:58
1141,2,Direta Campanha Vintage,Email Marketing,689.21,0,2023-09-25 03:54:18,2024-03-03 23:27:09
1142,4,Alvo Campanha Nacional,Google Ads,665.32,0,2018-09-02 07:09:14,2018-10-24 19:30:02
1143,5,Clássica Impacto Vintage,TV,436.97,0,2021-10-26 14:39:00,2022-04-21 02:33:24
1144,4,Direta Impacto Tecnológica,Email Marketing,839.33,0,2021-09-29 06:12:25,2021-10-21 23:02:07
1145,4,Conectada Campanha Online,Redes Sociais,549.14,0,2020-07-05 11:19:29,2021-06-20 17:13:12
1146,4,Conectada Promoção Familiar,Redes Sociais,298.27,0,2018-04-20 02:10:29,2019-02-18 05:12:16
1147,3,Clássica Impacto Online,TV,814.03,0,2022-01-01 03:59:28,2022-09-20 11:44:31
1148,3,Viral Impacto Tradicional,Influenciadores,700.07,0,2020-08-04 13:06:38,2020-12-28 22:21:57
1149,4,Direta Impacto Inovação,Email Marketing,619.23,0,2020-08-30 01:49:21,2021-01-08 06:41:28
1150,5,Viral Promoção Local,Influenciadores,246.71,0,2016-03-27 19:36:30,2017-01-10 18:42:57
1151,5,Direta Impacto Rural,Email Marketing,962.74,0,2021-11-28 17:46:29,2022-09-22 12:18:42
1152,4,Conectada Impacto Rural,Redes Sociais,384.73,0,2021-07-09 18:10:25,2022-03-21 10:24:58
1153,1,Viral Impacto Online,Influenciadores,882.47,0,2022-08-04 06:05:15,2022-10-01 10:52:02
1154,5,Clássica Impacto Sustentável,TV,938.77,0,2023-01-08 01:56:18,2023-07-04 18:16:59
1155,5,Direta Promoção Vintage,Email Marketing,920.46,0,2016-04-26 22:09:40,2016-08-04 11:08:38
1156,3,Direta Impacto Tecnológica,Email Marketing,928.15,0,2016-03-19 05:46:56,2017-01-13 17:44:10
1157,3,Alvo Campanha Nacional,Google Ads,369.07,0,2023-06-12 06:12:40,2023-09-04 19:07:07
1158,3,Viral Campanha Fitness,Influenciadores,582.92,0,2014-11-15 09:07:04,2015-10-20 06:17:56
1159,4,Alvo Campanha Familiar,Google Ads,249.88,0,2018-03-25 22:28:50,2018-08-31 04:58:32
1160,5,Clássica Promoção Sustentável,TV,404.78,0,2021-12-31 21:08:57,2022-03-07 01:16:33
1161,5,Conectada Promoção Digital,Redes Sociais,946.57,0,2018-04-08 02:28:44,2018-09-13 14:59:21
1162,1,Conectada Campanha Cultural,Redes Sociais,865.56,0,2020-09-07 02:06:06,2020-12-18 21:22:33
1163,5,Alvo Promoção Vintage,Google Ads,721.96,0,2019-07-08 01:42:24,2019-08-01 10:17:18
1164,1,Clássica Promoção Desportiva,TV,535.58,0,2020-08-30 05:35:49,2020-11-21 09:15:35
1165,2,Clássica Promoção Nacional,TV,612.76,0,2018-09-25 03:35:05,2019-01-27 04:46:39
1166,3,Alvo Impacto Global,Google Ads,814.55,0,2016-01-13 03:48:11,2016-07-17 19:29:39
1167,1,Alvo Campanha Nacional,Google Ads,275.88,0,2018-06-15 16:47:28,2018-08-16 05:58:01
1168,1,Viral Impacto Tradicional,Influenciadores,802.04,0,2021-07-10 14:52:03,2022-03-05 19:15:02
1169,5,Direta Impacto Rural,Email Marketing,497.4,0,2020-07-19 13:16:13,2020-08-14 11:42:48
1170,1,Conectada Impacto Cultural,Redes Sociais,544.09,0,2016-10-03 01:15:36,2017-03-03 02:14:32
1171,1,Viral Impacto Urbana,Influenciadores,254.11,0,2014-04-02 23:38:47,2014-09-16 00:37:58
1172,1,Alvo Impacto Rural,Google Ads,427.74,0,2016-04-14 09:19:26,2017-03-31 08:33:41
1173,3,Direta Impacto Rural,Email Marketing,975.52,0,2014-08-15 19:43:29,2014-10-02 17:34:35
1174,3,Alvo Campanha Fitness,Google Ads,979.39,0,2018-04-25 14:47:47,2018-10-14 11:40:29
1175,5,Alvo Campanha Inovação,Google Ads,921.07,0,2024-02-27 12:56:47,2024-05-06 20:48:26
1176,3,Clássica Campanha Nacional,TV,249.99,0,2015-09-21 02:17:21,2015-11-07 18:06:27
1177,3,Clássica Impacto Rural,TV,747.81,0,2014-04-29 20:46:25,2015-01-06 23:11:20
1178,2,Alvo Campanha Inovação,Google Ads,475.64,0,2021-06-13 09:07:30,2021-11-22 04:07:46
1179,2,Direta Impacto Local,Email Marketing,779.23,0,2014-10-10 18:08:09,2015-06-19 20:24:13
1180,2,Clássica Impacto Familiar,TV,968.21,0,2019-09-02 09:15:42,2020-08-07 16:38:18
1181,2,Conectada Promoção Contemporânea,Redes Sociais,935.7,0,2022-09-23 16:28:43,2022-10-11 08:53:49
1182,5,Viral Impacto Cultural,Influenciadores,560.6,0,2016-09-07 12:59:12,2016-10-24 14:58:54
1183,5,Alvo Campanha Clássica,Google Ads,866.39,0,2021-08-20 00:55:51,2022-03-22 22:55:09
1184,5,Viral Promoção Artística,Influenciadores,579.1,0,2023-02-02 21:30:22,2023-04-09 20:44:58
1185,3,Conectada Promoção Online,Redes Sociais,940.39,0,2023-06-25 12:03:29,2024-06-25 04:29:22
1186,1,Viral Impacto Sustentável,Influenciadores,362.26,0,2024-01-02 15:39:16,2024-03-10 03:28:57
1187,5,Conectada Promoção Gourmet,Redes Sociais,428.72,0,2015-06-10 13:32:25,2016-01-25 19:42:57
1188,3,Conectada Campanha Sustentável,Redes Sociais,779.03,0,2022-12-06 17:18:13,2023-03-09 20:23:36
1189,5,Alvo Impacto Gourmet,Google Ads,672.8,0,2014-03-18 11:09:50,2014-07-15 00:00:33
1190,4,Conectada Promoção Tecnológica,Redes Sociais,737.21,0,2017-02-01 07:28:36,2017-08-19 01:20:53
1191,1,Alvo Campanha Desportiva,Google Ads,247.51,0,2016-11-22 22:22:29,2017-08-14 07:05:35
1192,4,Alvo Promoção Cultural,Google Ads,649.22,0,2017-12-27 19:46:29,2018-01-16 17:16:55
1193,1,Viral Impacto Fitness,Influenciadores,761.56,0,2018-08-17 14:31:55,2018-10-31 17:57:28
1194,4,Direta Promoção Retro,Email Marketing,919.81,0,2022-04-06 12:45:22,2023-01-04 16:07:39
1195,2,Clássica Campanha Online,TV,299.11,0,2019-08-06 01:29:06,2020-07-03 13:32:26
1196,1,Conectada Promoção Desportiva,Redes Sociais,448.85,0,2016-06-10 10:34:22,2017-01-30 22:24:17
1197,1,Conectada Promoção Contemporânea,Redes Sociais,240.99,0,2015-05-20 11:22:08,2016-02-26 14:20:32
1198,4,Clássica Promoção Gourmet,TV,811.95,0,2023-10-22 17:00:28,2024-04-30 05:31:27
1199,3,Clássica Campanha De Luxo,TV,555.27,0,2014-04-30 14:01:42,2015-03-22 02:08:33
1200,1,Conectada Promoção Inovação,Redes Sociais,719.57,0,2014-07-31 21:21:44,2014-10-23 06:32:11
1201,4,Viral Impacto Desportiva,Influenciadores,719.09,0,2019-10-18 00:11:01,2020-03-13 22:55:12
1202,5,Alvo Promoção Online,Google Ads,825.65,0,2023-03-22 00:04:40,2024-03-11 13:14:09
1203,1,Clássica Campanha Tradicional,TV,220.47,0,2018-11-20 01:31:28,2019-01-23 09:31:02
1204,2,Viral Campanha De Luxo,Influenciadores,957.5,0,2021-11-21 07:56:01,2022-06-29 18:51:48
1205,3,Conectada Campanha Vintage,Redes Sociais,587.79,0,2015-09-27 20:46:24,2016-02-27 15:41:03
1206,4,Clássica Impacto Ecológica,TV,617.32,0,2022-01-16 09:53:16,2022-09-01 16:54:47
1207,4,Alvo Campanha Fitness,Google Ads,434.83,0,2014-11-20 16:55:06,2015-01-20 23:58:02
1208,4,Direta Campanha Vintage,Email Marketing,952.56,0,2019-08-26 12:32:10,2019-11-20 01:14:26
1209,1,Clássica Promoção Familiar,TV,782.64,0,2015-06-20 20:09:24,2015-10-05 02:07:18
1210,5,Direta Promoção Digital,Email Marketing,917.24,0,2016-11-25 19:15:11,2017-02-13 08:04:17
1211,4,Alvo Campanha Gourmet,Google Ads,750.46,0,2022-11-18 20:22:49,2023-01-03 14:08:58
1212,4,Alvo Promoção Ecológica,Google Ads,277.51,0,2022-11-27 14:39:45,2023-05-17 18:39:26
1213,1,Conectada Impacto Retro,Redes Sociais,683.18,0,2016-04-08 10:37:28,2016-10-20 01:13:00
1214,4,Direta Promoção Tecnológica,Email Marketing,346.69,0,2023-07-20 07:52:59,2023-08-20 19:40:47
1215,2,Clássica Impacto Cultural,TV,231.07,0,2017-04-03 13:43:22,2018-02-16 17:35:56
1216,1,Alvo Campanha Familiar,Google Ads,375.24,0,2014-10-29 21:02:39,2015-05-05 18:59:33
1217,3,Viral Promoção Desportiva,Influenciadores,556.55,0,2016-08-16 07:06:12,2016-09-24 01:30:10
1218,4,Alvo Campanha Contemporânea,Google Ads,524.5,0,2016-03-22 23:11:51,2016-10-12 06:26:15
1219,2,Conectada Campanha Contemporânea,Redes Sociais,784.62,0,2019-11-29 21:27:35,2020-05-26 11:06:16
1220,1,Direta Impacto Fitness,Email Marketing,481.42,0,2021-04-03 14:39:57,2021-08-07 00:20:44
1221,3,Clássica Campanha Tecnológica,TV,339.76,0,2017-05-16 11:52:59,2018-04-15 18:27:58
1222,3,Conectada Promoção Cultural,Redes Sociais,672.19,0,2023-05-24 11:00:49,2023-12-13 13:24:57
1223,2,Viral Campanha Inovação,Influenciadores,367.56,0,2023-04-05 19:52:51,2023-11-06 05:31:28
1224,4,Direta Promoção Nacional,Email Marketing,545.63,0,2023-08-05 03:05:04,2023-10-23 05:40:58
1225,3,Alvo Promoção Retro,Google Ads,832.78,0,2022-05-25 13:18:05,2023-04-11 22:34:27
1226,4,Direta Impacto Urbana,Email Marketing,535.47,0,2016-10-15 00:59:12,2017-04-04 17:17:57
1227,1,Conectada Impacto Digital,Redes Sociais,519.76,0,2015-09-22 02:48:59,2016-02-28 07:26:52
1228,3,Clássica Impacto Sustentável,TV,532.3,0,2016-08-17 02:39:21,2017-06-18 07:40:27
1229,4,Alvo Impacto Familiar,Google Ads,616.93,0,2021-08-13 18:40:52,2022-04-14 05:09:45
1230,4,Viral Promoção Rural,Influenciadores,563.68,0,2016-08-29 02:32:54,2017-07-28 00:26:33
1231,2,Alvo Campanha Tradicional,Google Ads,941.46,0,2017-06-14 21:56:18,2017-12-22 00:42:37
1232,4,Conectada Campanha Sustentável,Redes Sociais,949.31,0,2019-10-25 15:20:59,2020-01-06 03:14:49
1233,1,Direta Promoção Global,Email Marketing,340.49,0,2020-07-11 21:36:25,2020-10-19 04:09:36
1234,1,Alvo Campanha Tecnológica,Google Ads,861.75,0,2016-06-01 05:06:56,2017-03-16 10:43:29
1235,3,Alvo Promoção Global,Google Ads,508.12,0,2023-09-19 08:07:54,2024-02-24 10:31:46
1236,4,Alvo Promoção Rural,Google Ads,960.45,0,2020-10-16 02:22:12,2021-07-16 00:27:37
1237,1,Direta Promoção Desportiva,Email Marketing,343.66,0,2018-01-25 04:31:06,2018-12-02 13:36:53
1238,4,Viral Promoção Gourmet,Influenciadores,941.28,0,2016-02-18 05:29:06,2016-05-17 17:19:46
1239,5,Alvo Promoção Contemporânea,Google Ads,212.63,0,2024-12-10 22:05:55,2025-11-14 00:25:34
1240,5,Direta Promoção Sustentável,Email Marketing,600.13,0,2022-10-20 03:35:13,2023-08-23 13:52:02
1241,4,Alvo Promoção Global,Google Ads,277.48,0,2020-11-12 17:17:41,2020-12-31 11:00:47
1242,5,Direta Impacto Fitness,Email Marketing,494.7,0,2022-01-01 10:36:21,2022-04-08 07:47:44
1243,2,Clássica Promoção Local,TV,618.53,0,2021-12-30 05:18:17,2022-12-02 20:07:46
1244,4,Conectada Campanha De Luxo,Redes Sociais,898.95,0,2024-07-23 01:15:40,2025-03-01 22:49:03
1245,3,Alvo Campanha Sustentável,Google Ads,352.86,0,2017-01-09 04:54:28,2017-11-21 09:46:41
1246,2,Conectada Campanha Vintage,Redes Sociais,781.66,0,2019-08-28 02:23:59,2019-10-31 12:42:24
1247,4,Alvo Campanha Fitness,Google Ads,922.76,0,2018-02-19 09:35:17,2018-05-19 22:15:10
1248,2,Clássica Promoção Clássica,TV,580.07,0,2022-08-11 14:34:13,2023-03-05 18:51:04
1249,3,Alvo Campanha Sustentável,Google Ads,368.68,0,2014-08-12 09:23:27,2015-01-31 05:26:07
1250,3,Alvo Impacto Urbana,Google Ads,718.08,0,2016-07-06 15:06:47,2016-10-06 18:16:28
1251,1,Conectada Promoção Artística,Redes Sociais,346.33,0,2014-09-07 19:54:44,2014-12-17 01:28:46
1252,3,Direta Impacto Desportiva,Email Marketing,409.4,0,2019-06-07 06:35:31,2019-10-19 16:57:38
1253,1,Conectada Campanha Urbana,Redes Sociais,905.26,0,2024-10-22 20:33:55,2025-01-28 05:57:39
1254,5,Alvo Impacto Online,Google Ads,545.36,0,2015-10-15 16:11:09,2015-12-23 23:26:45
1255,2,Conectada Promoção Familiar,Redes Sociais,245.52,0,2016-12-04 02:11:17,2017-04-22 21:17:26
1256,2,Direta Campanha Contemporânea,Email Marketing,687.45,0,2022-08-19 06:34:16,2023-06-23 13:15:07
1257,1,Conectada Campanha Vintage,Redes Sociais,972.04,0,2024-08-02 01:00:39,2024-12-23 09:01:04
1258,1,Clássica Campanha Cultural,TV,471.53,0,2022-03-06 21:03:13,2023-02-28 14:35:15
1259,1,Viral Promoção Vintage,Influenciadores,859.6,0,2021-11-03 06:37:02,2021-12-25 02:41:12
1260,5,Clássica Impacto De Luxo,TV,575.78,0,2017-06-01 16:39:22,2018-01-20 09:53:10
1261,2,Clássica Promoção Vintage,TV,576.4,0,2014-10-10 13:31:57,2015-01-05 08:17:31
1262,5,Alvo Impacto Fitness,Google Ads,684.58,0,2020-10-21 21:23:37,2021-01-23 17:31:04
1263,4,Direta Campanha Rural,Email Marketing,634.27,0,2024-06-10 10:47:28,2025-01-04 22:03:37
1264,5,Conectada Campanha Local,Redes Sociais,201.56,0,2018-10-15 11:20:10,2019-05-07 12:00:47
1265,1,Alvo Campanha Cultural,Google Ads,921.36,0,2014-06-18 18:00:52,2014-12-06 05:27:13
